time,users,connected 
0,10,9 
10,21,12 
20,22,1 
30,26,3 
40,43,13 
50,43,-3 
60,52,16 
70,73,20 
80,75,1 
90,94,21 
100,109,12 
110,112,-2 
120,198,92 
130,320,122 
140,436,116 
150,649,210 
160,824,110 
170,867,35 
180,1001,7 
190,1254,48 
200,1369,24 
210,1903,152 
220,2400,133 
230,2500,-17 
240,2500,-47 
