time,page 
0,2.2 
10,5.4 
20,6.9 
30,9.5 
40,13.5 
50,15.3 
60,16.7 
70,23 
80,27.3 
90,33.4 
100,40.5 
110,42.4 
120,54.5 
130,65 
140,78.3 
150,124.5 
160,199.2 
170,233.6 
180,270.4 
190,354 
200,430.3 
210,560.7 
220,763.5 
230,876.2 
240,588.4 
