time,size_sent,size_rcv 
0,7.53125,51.03671875 
10,25.31171875,113.8546875 
20,39.884375,122.8453125 
30,54.06328125,188.29296875 
40,69.54296875,270.678125 
50,93.22265625,279.659375 
60,90.625,325.009375 
70,122.5296875,441.2796875 
80,159.20390625,539.6328125 
90,191.6828125,618.44765625 
100,230.3328125,783.00625 
110,248.584375,798.96171875 
120,281.8734375,1087.38515625 
130,377.92109375,1264.24921875 
140,461.37421875,1433.7296875 
150,590.63203125,1666.028125 
160,830.05,1600.7171875 
170,1038.0890625,1898.06875 
180,1231.57265625,2073.83515625 
190,1287.39453125,2053.96875 
200,1570.55859375,2333.29921875 
210,1781.940625,2737.84375 
220,2083.58046875,3278.2140625 
230,2529.8765625,4006.79140625 
240,2119.38515625,3513.0984375 
