time,users,connected 
0,10,9 
10,21,21 
20,20,22 
30,26,25 
40,39,38 
50,35,35 
60,51,51 
70,71,71 
80,71,72 
90,91,93 
100,106,105 
110,102,103 
120,198,195 
130,320,317 
140,436,433 
150,649,643 
160,824,753 
170,846,788 
180,1000,795 
190,1253,843 
200,1343,867 
210,1901,1019 
220,2400,1152 
230,2417,1135 
240,1371,1088 
