time,cpu@tsung_controller@ip-172-31-38-255 
0,10.83448017014888 
10,0.25 
20,0.35052578868302453 
30,0.400200100050025 
40,0.35035035035035034 
50,0.3508771929824561 
60,0.5002501250625313 
70,0.4511278195488722 
80,0.75 
90,0.8521303258145364 
100,0.8028098344204716 
110,1.053159478435306 
120,1.3486513486513485 
130,1.7119838872104733 
140,2.170620898536093 
150,2.8773346794548207 
160,4.964539007092199 
170,7.537688442211055 
180,10.03547896604156 
190,12.80241935483871 
200,16.293279022403258 
210,21.531576330183988 
220,30.377266046055855 
230,34.713529128550796 
240,36.63560568906327 
