time,freemem@tsung_controller@ip-172-31-38-255 
0,691.734375 
10,690.421875 
20,685.125 
30,681.296875 
40,676.77734375 
50,667.328125 
60,667.328125 
70,667.328125 
80,662.18359375 
90,652.35546875 
100,646.25390625 
110,646.25390625 
120,646.25390625 
130,623.109375 
140,583.01171875 
150,546.79296875 
160,510.9609375 
170,501.75 
180,482.953125 
190,476.22265625 
200,460.39453125 
210,452.6640625 
220,428.86328125 
230,380.0234375 
240,338.64453125 
