time,users_count,finish_users_count 
0,10,0 
10,21,0 
20,30,10 
30,48,22 
40,73,34 
50,90,55 
60,128,77 
70,167,96 
80,206,135 
90,270,179 
100,329,223 
110,388,286 
120,532,334 
130,688,368 
140,851,415 
150,1179,530 
160,1500,676 
170,1803,957 
180,2342,1342 
190,2937,1684 
200,3558,2215 
210,4727,2826 
220,5966,3566 
230,7169,4752 
240,7324,5953 
