time,users_count,finish_users_count 
0,0.6,0.6 
10,1.4,1.4 
20,0.7,0.7 
30,0.9,0.9 
40,2.7,2.7 
50,1.8,1.8 
60,2.5,2.5 
70,4.2,4.2 
80,3,3 
90,6.7,6.7 
100,7.1,7 
110,9.3,9.4 
120,11.6,11.6 
130,16.3,16.3 
140,16.6,16.6 
150,24,24 
160,30.2,30 
170,30.9,31.1 
180,50.2,50.1 
190,60.9,60.9 
200,65.4,65.1 
210,91.5,84.7 
220,122.4,110.3 
230,122.7,122.9 
240,183.8,183.7 
250,246.8,246.6 
260,242.9,243 
270,398.4,398.2 
