time,size_sent,size_rcv 
0,0.4828125,36.1796875 
10,1.84921875,130.20078125 
20,2.62734375,195.3703125 
30,3.5046875,260.496875 
40,5.93828125,441.4546875 
50,7.8796875,586.06875 
60,10.1125,752.45078125 
70,14.2859375,1063.54140625 
80,17.20390625,1280.63671875 
90,23.6125,1758.03359375 
100,30.30234375,2256.92109375 
110,39.721875,2958.396875 
120,50.7984375,3782.959375 
130,66.4453125,4947.2734375 
140,82.36953125,6133.4609375 
150,105.8796875,7883.859375 
160,135.08984375,10045.85390625 
170,165.5078125,12323.94375 
180,213.96875,15910.70546875 
190,273.01328125,20321.89921875 
200,336.31875,25044.20703125 
210,425.48046875,31118.59453125 
220,544.16953125,38649.4734375 
230,663.86328125,46013.2078125 
240,831.0828125,53323.2984375 
250,1069.79140625,61289.74140625 
260,1306.659375,69040.66015625 
270,1684.6703125,77294.2453125 
