time,page 
0,0.5 
10,1.3 
20,0.9 
30,0.9 
40,2.5 
50,2 
60,2.3 
70,4.3 
80,3 
90,6.6 
100,6.9 
110,9.7 
120,11.4 
130,16.1 
140,16.4 
150,24.2 
160,29.9 
170,31.5 
180,49.6 
190,61 
200,65.3 
210,84 
220,111.1 
230,123 
240,172.1 
250,246.1 
260,243.7 
270,389.2 
