time,users,connected 
0,0,0 
10,0,1 
20,0,0 
30,0,0 
40,0,0 
50,0,0 
60,0,0 
70,0,0 
80,0,0 
90,0,0 
100,1,0 
110,0,0 
120,0,0 
130,0,0 
140,0,0 
150,0,0 
160,2,2 
170,0,0 
180,1,3 
190,1,1 
200,4,0 
210,72,78 
220,193,189 
230,191,192 
240,192,193 
250,194,191 
260,193,193 
270,195,194 
