time,page 
0,31.4264 
10,32.12623076923077 
20,25.672777777777775 
30,29.182777777777783 
40,29.209680000000002 
50,27.036099999999994 
60,27.43921739130435 
70,26.550511627906978 
80,28.234233333333332 
90,28.950999999999993 
100,27.413739130434777 
110,29.90761855670104 
120,27.331210526315786 
130,28.269515527950315 
140,29.86268902439026 
150,30.403425619834707 
160,30.087635451505005 
170,30.416228571428586 
180,39.76284879032252 
190,40.406649180327896 
200,42.07399540581928 
210,217.03545714285696 
220,1160.1477641764166 
230,1546.3917821138193 
240,1059.060495061013 
250,787.699579439256 
260,788.1320073861317 
270,498.83582631037973 
