time,size_sent,size_rcv 
0,0.4828125,36.1796875 
10,1.36640625,94.02109375 
20,0.778125,65.16953125 
30,0.87734375,65.1265625 
40,2.43359375,180.9578125 
50,1.94140625,144.6140625 
60,2.2328125,166.38203125 
70,4.1734375,311.090625 
80,2.91796875,217.0953125 
90,6.40859375,477.396875 
100,6.68984375,498.8875 
110,9.41953125,701.47578125 
120,11.0765625,824.5625 
130,15.646875,1164.3140625 
140,15.92421875,1186.1875 
150,23.51015625,1750.3984375 
160,29.21015625,2161.99453125 
170,30.41796875,2278.08984375 
180,48.4609375,3586.76171875 
190,59.04453125,4411.19375 
200,63.30546875,4722.3078125 
210,89.16171875,6074.3875 
220,118.6890625,7530.87890625 
230,119.69375,7363.734375 
240,167.21953125,7310.090625 
250,238.70859375,7966.44296875 
260,236.86796875,7750.91875 
270,378.0109375,8253.58515625 
