time,users,connected 
0,1,0 
10,2,1 
20,2,-1 
30,2,0 
40,2,0 
50,2,0 
60,2,0 
70,2,0 
80,2,0 
90,3,0 
100,3,0 
110,4,0 
120,4,0 
130,4,0 
140,4,0 
150,5,0 
160,6,2 
170,6,-2 
180,12,3 
190,12,-2 
200,12,-1 
210,80,78 
220,197,111 
230,197,3 
240,200,1 
250,200,-2 
260,203,2 
270,205,1 
