time,page 
0,2.4 
10,6.6 
20,2.4 
30,3.6 
40,8.3 
50,11.1 
60,10 
70,13.2 
80,15.6 
90,17.7 
100,23.6 
110,23.4 
120,29.1 
130,56 
140,59.4 
150,90.9 
160,125.7 
170,136.7 
180,198.1 
190,261.5 
200,238.9 
210,379.9 
220,499 
230,505 
240,234.6 
247,14.9 
