time,users_count,finish_users_count 
0,11,3 
10,25,20 
20,30,27 
30,43,34 
40,63,52 
50,90,82 
60,123,96 
70,152,133 
80,196,168 
90,251,200 
100,329,247 
110,422,275 
120,559,311 
130,690,421 
140,841,561 
150,1109,763 
160,1412,1061 
170,1758,1401 
180,2324,1801 
190,2980,2444 
200,3578,3056 
210,4670,3791 
220,5909,5023 
230,7165,6293 
240,7419,7350 
247,7419,7419 
