time,session 
0,0.3 
10,0.8 
20,0.4 
30,1.2 
40,1.8 
50,2.2 
60,2 
70,4.1 
80,4.2 
90,4.2 
100,7.2 
110,7.4 
120,8.7 
130,16.9 
140,16 
150,11.5 
160,17.3 
170,20.5 
180,30.2 
190,63.8 
200,62.1 
210,76.3 
220,130.1 
230,126.9 
240,134 
250,3.4 
260,0 
270,0 
280,0 
290,0 
292,0 
