time,session 
0,555.7211087642994 
10,867.4262493351291 
20,1148.2113164950026 
30,1233.573969760368 
40,700.4001978055317 
50,1202.7746721049516 
60,803.1141394804025 
70,950.7949622241798 
80,1138.0225385663134 
90,1117.1218278000642 
100,1123.4558080793208 
110,1005.4739544791296 
120,1038.317420520634 
130,1124.2464827735585 
140,993.7144771762762 
150,1469.383307543546 
160,1683.612711036469 
170,1789.3701536307155 
180,3643.503726217138 
190,4960.852496042794 
200,4130.647205681591 
210,3748.7962140480167 
220,3032.715648767068 
230,2925.4003355779882 
240,2447.2480919123095 
250,881.1472563412624 
260,0 
270,0 
280,0 
290,0 
292,0 
