time,connect,request 
0,0.6,3.6 
10,0.8,7.8 
20,0.8,4.1 
30,1.7,10.9 
40,1.9,17 
50,1.9,20.4 
60,3.7,20.1 
70,4,39.7 
80,3.9,34.6 
90,5.9,44.8 
100,7.8,67 
110,7,65 
120,14.2,93.7 
130,15.6,147.9 
140,16,143.1 
150,27.9,154.9 
160,30.5,213.7 
170,31.2,212.5 
180,67,336.9 
190,137.1,591.6 
200,106.7,556.5 
210,236.3,796.1 
220,343.6,1166.8 
230,324.2,1139.5 
240,115.2,867 
250,0,26.3 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
