time,session 
0,3706.297 
10,3706.297 
20,3706.297 
30,3706.297 
40,3706.297 
50,3562.705 
60,3562.705 
70,3562.705 
80,3533.981 
90,3533.981 
100,3533.981 
110,3422.164 
120,3422.164 
130,3422.164 
140,3422.164 
150,3422.164 
160,3422.164 
170,3422.164 
180,3422.164 
190,3268.469 
200,3268.469 
210,3239.314 
220,3239.314 
230,3239.314 
240,3198.175 
250,3198.175 
260,3198.175 
270,3198.175 
280,3198.175 
290,3198.175 
292,3198.175 
