time,users_count,finish_users_count 
0,6,3 
10,14,11 
20,22,15 
30,40,27 
40,58,45 
50,77,67 
60,114,87 
70,156,128 
80,193,170 
90,255,212 
100,335,284 
110,404,358 
120,548,445 
130,701,614 
140,861,774 
150,1144,889 
160,1446,1062 
170,1757,1267 
180,2299,1569 
190,2928,2207 
200,3559,2828 
210,4717,3591 
220,5954,4892 
230,7239,6161 
240,7535,7501 
250,7535,7535 
260,7535,7535 
270,7535,7535 
280,7535,7535 
290,7535,7535 
292,7535,7535 
