time,users_count,finish_users_count 
0,0.6,0.3 
10,0.8,0.8 
20,0.8,0.4 
30,1.8,1.2 
40,1.8,1.8 
50,1.9,2.2 
60,3.7,2 
70,4.2,4.1 
80,3.7,4.2 
90,6.2,4.2 
100,8,7.2 
110,6.9,7.4 
120,14.4,8.7 
130,15.3,16.9 
140,16,16 
150,28.3,11.5 
160,30.2,17.3 
170,31.1,20.5 
180,54.2,30.2 
190,62.9,63.8 
200,63.1,62.1 
210,115.8,76.3 
220,123.7,130.1 
230,128.5,126.9 
240,29.6,134 
250,0,3.4 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
