time,size_sent,size_rcv 
0,16.4375,47.36015625 
10,37.728125,111.52265625 
20,18.25234375,43.646875 
30,51.29140625,137.26875 
40,81.57578125,223.928125 
50,98.55390625,283.60078125 
60,91.34765625,243.96015625 
70,191.7453125,548.64765625 
80,168.25390625,441.7 
90,209.95703125,635.5296875 
100,319.60078125,859.5359375 
110,313.78984375,855.5453125 
120,435.03359375,1234.78828125 
130,715.23359375,1969.3296875 
140,685.98671875,1881.14609375 
150,750.040625,2138.7015625 
160,1068.203125,3092.828125 
170,1036.80625,2881.31953125 
180,1415.378125,2889.6703125 
190,2296.57578125,4287.75703125 
200,2214.3953125,4502.8984375 
210,2760.28984375,4742.86953125 
220,3696.99921875,5790.26328125 
230,3668.99453125,5689.7796875 
240,3374.93984375,7334.67890625 
250,137.36328125,189.80390625 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
292,0,0 
