time,page 
0,87.69831578947367 
10,71.20341176470589 
20,90.28486956521739 
30,86.95601851851852 
40,76.11247368421051 
50,70.86356321839082 
60,85.71142201834861 
70,72.21622674418606 
80,72.10107947019863 
90,87.0346175115207 
100,78.49151485148508 
110,80.65559154929575 
120,96.44615042372877 
130,88.91555279503102 
140,95.11563380281682 
150,399.9260365699879 
160,1616.2301260162585 
170,2493.651903711138 
180,2056.6343818601977 
190,1578.224833461538 
200,1504.2764146730433 
210,983.8915432729088 
220,767.7117121123483 
230,749.8048681577376 
240,1011.1696408566708 
250,29.994895522388056 
260,0 
270,0 
280,0 
290,0 
292,0 
