time,connect,request 
0,1.308,4.69 
10,1.271,4.69 
20,1.271,4.69 
30,1.265,4.69 
40,1.25,4.494 
50,1.161,4.359 
60,1.135,4.131 
70,1.126,4.131 
80,1.119,4.069 
90,1.087,4.069 
100,1.087,4.069 
110,1.087,4.069 
120,1.074,4.069 
130,1.074,4.069 
140,1.074,4.022 
150,0.97,4.022 
160,0.97,4.022 
170,0.97,4.022 
180,0.97,0.712 
190,0.915,0.35 
200,0.915,0.35 
210,0.863,0.35 
220,0.863,0.35 
230,0.847,0.35 
240,0.847,0.35 
250,0.847,0.35 
260,0.847,0.35 
270,0.847,0.35 
280,0.847,0.35 
290,0.847,0.35 
292,0.847,0.35 
