time,freemem@tsung_controller@ip-172-31-45-17 
0,655.2734375 
10,654.6875 
20,654.578125 
30,654.44140625 
40,652.92578125 
50,650.87890625 
60,651.1875 
70,648.953125 
80,646.359375 
90,650.046875 
100,639.79296875 
110,647.9609375 
120,653.65234375 
130,634.84375 
140,638.44921875 
150,638.72265625 
160,596.3359375 
170,551.3203125 
180,522.5703125 
190,492.6328125 
200,490.55859375 
210,493.0546875 
220,488.58984375 
230,478.26953125 
240,474.32421875 
250,648.76953125 
260,649.78515625 
270,653.42578125 
280,653.91796875 
290,654.2734375 
292,654.27734375 
