time,users_count,finish_users_count 
0,7,2 
10,15,12 
20,24,18 
30,48,36 
40,68,54 
50,80,73 
60,127,94 
70,165,141 
80,206,177 
90,254,214 
100,309,276 
110,381,332 
120,526,422 
130,668,590 
140,830,733 
150,1098,921 
160,1405,1238 
170,1719,1544 
180,2261,1769 
190,2904,1990 
200,3606,2253 
210,4635,2956 
220,5883,4160 
230,7034,5392 
240,7367,7003 
