time,connect,request 
0,4.737956293248672,106.21522759517893 
10,0.5669407700410105,67.89349440707983 
20,0.21216031674184505,83.30091224824892 
30,0.1433823487528513,81.26730950272918 
40,0.10960009765459015,76.39845296248419 
50,0.3659325006627893,60.327029551743415 
60,3.631252979906747,93.48364043346801 
70,0.07553801185150243,68.57151668230914 
80,0.10578944400357268,79.67326650518723 
90,0.09941044865579564,78.84170057049762 
100,0.34828275566339545,76.69335559170712 
110,1.3318490661753855,80.86741822988265 
120,2.139206588840109,85.09101715841703 
130,0.4296557231412864,73.42037374844338 
140,0.42577313594867633,79.33007317960964 
150,0.5670048564316333,91.11644679685278 
160,0.5027641670806623,80.89442880786035 
170,0.5904382796791452,81.49439573300648 
180,1.463085033859043,323.0963385440597 
190,0.47436591449842413,634.7014687178455 
200,0.6735875968271223,847.2058497470553 
210,0.48607181119772314,1480.0249549568543 
220,0.4164585576370547,1254.834536730799 
230,0.4538768569873606,1157.9293479688663 
240,0.7145740101028427,1110.1805011289237 
