time,users,connected 
0,5,5 
10,3,3 
20,6,6 
30,12,12 
40,14,14 
50,7,5 
60,33,37 
70,24,23 
80,29,30 
90,40,40 
100,33,31 
110,49,47 
120,104,100 
130,78,80 
140,97,100 
150,177,176 
160,167,172 
170,175,164 
180,492,488 
190,914,909 
200,1353,1343 
210,1679,1682 
220,1723,1724 
230,1642,1643 
240,364,501 
