time,page 
0,153.6171111111111 
10,92.14600000000002 
20,96.58838235294117 
30,92.66951282051278 
40,85.13543589743588 
50,69.59175409836064 
60,99.2935479452055 
70,77.5674880952381 
80,86.8507547169811 
90,84.40485628742519 
100,86.0971798245614 
110,87.95483587786255 
120,91.33082983193283 
130,80.66727786752814 
140,86.24916908212545 
150,99.52649515608184 
160,92.4830411954766 
170,92.20675388389208 
180,451.3921370757182 
190,1995.9165560802821 
200,3515.4325991583396 
210,3004.584952419577 
220,2053.0292105471167 
230,2115.778587947191 
240,2756.152474495221 
