time,cpu@tsung_controller@ip-172-31-57-169 
0,4.742299064397877 
10,0.5497251374312844 
20,0.25037556334501754 
30,0.10015022533800699 
40,0.10015022533800699 
50,0.10015022533800699 
60,0.10015022533800699 
70,0.10015022533800699 
80,0.10015022533800699 
90,0.10015022533800699 
100,0.10015022533800699 
110,0.10015022533800699 
120,0.10015022533800699 
130,0.10015022533800699 
140,0.10015022533800699 
150,0.10015022533800699 
160,0.10015022533800699 
170,0.10015022533800699 
180,0.10015022533800699 
190,0.10015022533800699 
200,0.10015022533800699 
210,0.10015022533800699 
220,0.10015022533800699 
230,0.10015022533800699 
240,0.10015022533800699 
