time,cpu@tsung_controller@ip-172-31-57-169 
0,4.742299064397877 
10,0.5497251374312844 
20,0.25037556334501754 
30,0.10015022533800699 
40,0.4502251125562781 
50,0.2004008016032064 
60,0.35052578868302453 
70,0.6509764646970456 
80,2.3976023976023977 
90,0.8512769153730596 
100,0.8521303258145364 
110,1.0015022533800702 
120,1.5453639082751744 
130,2.1521521521521523 
140,3.460381143430291 
150,2.6606425702811247 
160,7.15736040609137 
170,7.664793050587634 
180,7.7311773623041935 
190,7.409326424870466 
200,9.354005167958658 
210,9.105180533751962 
220,15.561497326203208 
230,19.07608695652174 
240,18.66235167206041 
