time,size_sent,size_rcv 
0,16.66171875,92.83828125 
10,40.2140625,229.41171875 
20,69.028125,397.6 
30,98.32578125,566.9203125 
40,140.82421875,817.38671875 
50,188.4671875,1098.82421875 
60,279.134375,1656.64765625 
70,350.9734375,2101.58359375 
80,444.475,2695.76171875 
90,585.109375,3590.659375 
100,769.8265625,4830.36953125 
110,953.98203125,6120.365625 
120,1229.56171875,8097.95 
130,1601.18671875,10893.94453125 
140,1970.0015625,13820.65546875 
150,2551.85703125,18726.21640625 
160,3282.41953125,25389.83515625 
170,4059.6,33189.75 
180,4942.13671875,41977.54765625 
190,5883.32578125,51678.83984375 
200,6881.525,62374.9359375 
210,8326.71015625,72442.7765625 
220,10009.365625,85746.60859375 
230,11786.5328125,100719.58359375 
240,13002.484375,119709.82421875 
250,13717.7015625,134351.47421875 
260,13717.7015625,134351.47421875 
270,13717.7015625,134351.47421875 
280,13717.7015625,134351.47421875 
290,13717.7015625,134351.47421875 
292,13717.7015625,134351.47421875 
