time,freemem@tsung_controller@ip-172-31-53-64 
0,661.55078125 
10,661.55078125 
20,661.55078125 
30,661.55078125 
40,661.55078125 
50,661.55078125 
60,661.55078125 
70,661.55078125 
80,661.55078125 
90,661.55078125 
100,661.55078125 
110,661.55078125 
120,661.55078125 
130,661.55078125 
140,661.55078125 
150,661.55078125 
160,661.55078125 
170,661.55078125 
180,661.55078125 
190,661.55078125 
200,661.55078125 
210,661.55078125 
220,661.55078125 
230,661.55078125 
240,661.55078125 
250,661.55078125 
260,661.55078125 
270,661.55078125 
280,661.55078125 
290,661.55078125 
292,661.55078125 
