time,nomatch,match,match_stop 
200,16,2634,16 
210,592,3015,592 
220,1351,3483,1351 
230,2146,3988,2146 
240,2298,4576,2298 
250,2298,5220,2298 
260,2298,5220,2298 
270,2298,5220,2298 
280,2298,5220,2298 
290,2298,5220,2298 
292,2298,5220,2298 
