time,session 
0,2444.7561428571425 
10,2095.227909090909 
20,2115.9985833333335 
30,2294.1655833333334 
40,2250.8650000000002 
50,2480.3098571428573 
60,2379.9211794871803 
70,2082.3253939393944 
80,2493.3556153846157 
90,2265.2061206896556 
100,2334.8001445783143 
110,2327.640166666667 
120,2303.864203389831 
130,2374.7540802469134 
140,2355.727937499999 
150,2303.015376518219 
160,2361.0309554140144 
170,2442.5223550295873 
180,3835.7174212765963 
190,9196.110745098036 
200,15040.188286195287 
210,12614.107011351922 
220,10854.856724220614 
230,10141.184691705794 
240,13286.923498611106 
250,15994.169372214941 
260,0 
270,0 
280,0 
290,0 
292,0 
