time,freemem@tsung_controller@ip-172-31-53-64 
0,661.55078125 
10,659.9453125 
20,660.203125 
30,659.4921875 
40,659.6875 
50,659.3359375 
60,658.55078125 
70,653.8984375 
80,653.71875 
90,657.16796875 
100,653.58203125 
110,648.703125 
120,650.6953125 
130,645.73046875 
140,641.74609375 
150,642.56640625 
160,634.171875 
170,626.89453125 
180,628.46484375 
190,563.296875 
200,491.41015625 
210,416.0859375 
220,381.01953125 
230,387.76953125 
240,403.765625 
250,378.98046875 
260,641.140625 
270,642.84375 
280,643.078125 
290,643.578125 
292,643.6875 
