time,users,connected 
0,6,5 
10,6,-3 
20,6,-2 
30,8,3 
40,8,2 
50,8,3 
60,16,-2 
70,16,5 
80,16,-1 
90,26,15 
100,27,1 
110,27,-5 
120,40,13 
130,48,10 
140,48,0 
150,79,17 
160,91,16 
170,99,-6 
180,414,337 
190,811,401 
200,1105,294 
210,1310,177 
220,1310,8 
230,1315,-13 
240,1315,-448 
250,1315,-827 
260,1315,0 
270,1315,0 
280,1315,0 
290,1315,0 
292,1315,0 
