time,freemem@tsung_controller@ip-172-31-53-64 
0,661.55078125 
10,659.9453125 
20,659.9453125 
30,659.4921875 
40,659.4921875 
50,659.3359375 
60,658.55078125 
70,653.8984375 
80,653.71875 
90,653.71875 
100,653.58203125 
110,648.703125 
120,648.703125 
130,645.73046875 
140,641.74609375 
150,641.74609375 
160,634.171875 
170,626.89453125 
180,626.89453125 
190,563.296875 
200,491.41015625 
210,416.0859375 
220,381.01953125 
230,381.01953125 
240,381.01953125 
250,378.98046875 
260,378.98046875 
270,378.98046875 
280,378.98046875 
290,378.98046875 
292,378.98046875 
