time,502,200,500,302 
200,9.5,120.7,1.8,76 
210,285.9,90.7,0.3,81.3 
220,337.5,106.2,2,95.3 
230,352.6,109.6,0,101.8 
240,69.9,131.5,0,104.5 
250,0,123.6,0,71.4 
260,0,0,0,0 
270,0,0,0,0 
280,0,0,0,0 
290,0,0,0,0 
292,0,0,0,0 
