time,nomatch,match,match_stop 
200,1.6,30.5,1.6 
210,57.6,38.1,57.6 
220,75.9,46.8,75.9 
230,79.5,50.5,79.5 
240,15.2,58.8,15.2 
250,0,64.4,0 
260,0,0,0 
270,0,0,0 
280,0,0,0 
290,0,0,0 
292,0,0,0 
