time,users_count,finish_users_count 
0,12,7 
10,20,18 
20,30,30 
30,46,42 
40,65,60 
50,88,81 
60,126,120 
70,161,153 
80,203,192 
90,274,250 
100,354,333 
110,430,411 
120,566,529 
130,733,691 
140,894,851 
150,1164,1098 
160,1492,1412 
170,1828,1750 
180,2398,1985 
190,3050,2240 
200,3639,2537 
210,4791,3506 
220,6044,4757 
230,7310,6035 
240,7518,6755 
250,7518,7518 
260,7518,7518 
270,7518,7518 
280,7518,7518 
290,7518,7518 
292,7518,7518 
