time,session 
0,560.6665571568564 
10,563.5243956839772 
20,401.88584794927755 
30,634.3917948261492 
40,444.6216935913047 
50,563.5991660889168 
60,585.46362152369 
70,595.7548879484593 
80,601.810581620318 
90,570.1737143794674 
100,615.5470743179606 
110,575.8132191952396 
120,539.3923867065225 
130,557.1894348415195 
140,577.0776339962165 
150,612.8005362039613 
160,604.7149802550015 
170,587.7370343981066 
180,1554.7928906685925 
190,2221.178245064153 
200,2279.1925929578515 
210,7341.249735945262 
220,7601.10893439444 
230,6919.504534387525 
240,6974.864094014934 
250,4296.40484448343 
260,0 
270,0 
280,0 
290,0 
292,0 
