time,connect,request 
0,1.149,7.308 
10,1.13,7.308 
20,1.068,7.308 
30,1.019,7.308 
40,1.019,6.513 
50,1.019,6.513 
60,1.019,6.461 
70,1.019,6.461 
80,1.019,6.461 
90,0.939,6.461 
100,0.933,6.461 
110,0.916,5.992 
120,0.916,5.992 
130,0.916,5.992 
140,0.906,5.992 
150,0.906,5.992 
160,0.903,5.876 
170,0.878,5.876 
180,0.878,5.876 
190,0.859,5.876 
200,0.859,0.885 
210,0.817,0.835 
220,0.817,0.835 
230,0.751,0.835 
240,0.751,0.835 
250,0.751,0.835 
260,0.751,0.835 
270,0.751,0.835 
280,0.751,0.835 
290,0.751,0.835 
292,0.751,0.835 
