time,502,200,500,302 
200,95,8759,18,5779 
210,2954,9666,21,6592 
220,6329,10728,41,7545 
230,9855,11824,41,8563 
240,10554,13139,41,9608 
250,10554,14375,41,10322 
260,10554,14375,41,10322 
270,10554,14375,41,10322 
280,10554,14375,41,10322 
290,10554,14375,41,10322 
292,10554,14375,41,10322 
