time,users,connected 
0,4,7 
10,5,5 
20,2,2 
30,14,16 
40,15,14 
50,13,12 
60,20,21 
70,21,19 
80,22,21 
90,31,30 
100,42,43 
110,50,48 
120,74,76 
130,92,92 
140,100,100 
150,143,144 
160,189,186 
170,183,180 
180,275,276 
190,333,333 
200,358,354 
210,567,571 
220,699,698 
230,740,740 
240,1179,1156 
250,1457,1444 
260,1421,1422 
270,2873,2839 
280,4097,4084 
290,5284,5243 
300,2280,2525 
310,370,403 
320,1,1 
330,0,0 
