time,size_sent,size_rcv 
0,20.584375,253.23203125 
10,33.21484375,360.95625 
20,26.096875,287.92265625 
30,50.88046875,570.2703125 
40,59.5296875,604.440625 
50,37.69921875,345.33984375 
60,85.68828125,974.54375 
70,106.03046875,1081.7640625 
80,112.72265625,1167.625 
90,174.08984375,1809.32578125 
100,186.46328125,1978.45390625 
110,230.959375,2636.67890625 
120,386.82890625,4296.496875 
130,380.65234375,3906.73828125 
140,453.32890625,4740.346875 
150,653.22578125,7123.7046875 
160,877.7671875,9649.81171875 
170,929.86484375,9953.52421875 
180,1211.50625,14354.73125 
190,1701.2890625,19808.86328125 
200,1840.5234375,20915.55859375 
210,2620.19140625,32982.896875 
220,3364.09609375,41119.8359375 
230,3553.29609375,43653.6328125 
240,4963.61796875,68582.16796875 
250,6586.74765625,93065.2484375 
260,7122.4359375,101403.41796875 
270,8690.00078125,133380.9515625 
280,9449.93203125,157318.29140625 
290,9395.1375,163470.2125 
300,8532.38203125,171459.44375 
310,3814.515625,29114.58984375 
320,526.71015625,1888.89921875 
330,1.06328125,3.4375 
