time,connect,request 
0,9.94,249.09 
10,9.94,251.01 
20,9.94,251.01 
30,9.94,251.01 
40,9.94,251.01 
50,9.94,251.01 
60,21.24,251.01 
70,21.24,251.01 
80,21.24,251.01 
90,21.24,251.01 
100,21.24,251.01 
110,21.24,251.01 
120,21.24,251.01 
130,21.24,251.01 
140,21.24,251.01 
150,21.24,264.85 
160,21.24,264.85 
170,21.24,264.85 
180,21.24,264.85 
190,21.24,264.85 
200,21.24,276.922 
210,21.24,292.202 
220,21.24,296.959 
230,21.24,486.613 
240,26.596,502.268 
250,26.596,502.268 
260,26.596,502.268 
270,30.464,5548.574 
280,30.464,14519.625 
290,75.885,23624.225 
300,75.885,32987.126 
310,75.885,33454.336 
320,75.885,33454.336 
330,75.885,33454.336 
