time,page 
0,7.458 
10,6.551 
20,6.551 
30,6.551 
40,6.551 
50,6.551 
60,6.551 
70,6.551 
80,6.551 
90,6.551 
100,6.55 
110,6.493 
120,6.493 
130,6.493 
140,6.352 
150,5.865 
160,5.788 
170,5.788 
180,5.259 
190,5.259 
200,5.259 
210,5.259 
220,5.259 
230,5.256 
240,5.189 
250,5.189 
260,5.075 
270,5.075 
280,5.075 
290,5.075 
300,5.075 
310,5.075 
320,5.075 
330,5.075 
