time,cpu@tsung_controller@ip-172-31-12-227 
0,6.643617567521309 
10,1.0040160642570282 
20,0.15045135406218654 
30,0.15045135406218654 
40,0.15045135406218654 
50,0.15045135406218654 
60,0.15045135406218654 
70,0.15045135406218654 
80,0.15045135406218654 
90,0.15045135406218654 
100,0.15045135406218654 
110,0.15045135406218654 
120,0.15045135406218654 
130,0.15045135406218654 
140,0.15045135406218654 
150,0.15045135406218654 
160,0.15045135406218654 
170,0.15045135406218654 
180,0.15045135406218654 
190,0.15045135406218654 
200,0.15045135406218654 
210,0.15045135406218654 
220,0.15045135406218654 
230,0.15045135406218654 
240,0.15045135406218654 
250,0.15045135406218654 
260,0.15045135406218654 
270,0.15045135406218654 
280,0.15045135406218654 
290,0.15045135406218654 
300,0.15045135406218654 
310,0.15045135406218654 
320,0.15045135406218654 
330,0.15045135406218654 
