time,session 
0,2829.066 
10,6164.906 
20,20499.263 
30,20499.263 
40,20499.263 
50,20863.693 
60,20863.693 
70,21006.134 
80,21006.134 
90,21006.134 
100,21161.839 
110,21161.839 
120,21161.839 
130,21288.942 
140,21288.942 
150,21335.09 
160,21335.09 
170,22739.121 
180,22739.121 
190,22739.121 
200,22739.121 
210,22739.121 
220,22739.121 
230,22739.121 
240,23090.354 
250,23210.56 
260,23210.56 
270,24658.39 
280,37146.155 
290,39725.588 
300,48291.253 
310,53642.309 
320,53812.255 
330,53812.255 
