time,users,connected 
0,8,7 
10,8,-2 
20,9,-3 
30,18,14 
40,19,-2 
50,19,-2 
60,22,9 
70,23,-2 
80,29,2 
90,39,9 
100,48,13 
110,65,5 
120,84,28 
130,95,16 
140,107,8 
150,151,44 
160,189,42 
170,192,-6 
180,290,96 
190,337,57 
200,378,21 
210,574,217 
220,713,127 
230,749,42 
240,1179,416 
250,1457,288 
260,1486,-22 
270,2875,1417 
280,4098,1245 
290,5289,1159 
300,5553,-2718 
310,5553,-2122 
320,5553,-402 
330,5553,-1 
