time,users,connected 
0,5,3 
10,15,14 
20,14,15 
30,28,26 
40,40,39 
50,42,42 
60,37,39 
70,55,53 
80,68,67 
90,79,78 
100,117,118 
110,161,162 
120,195,193 
130,289,284 
140,302,304 
150,331,329 
160,500,496 
170,574,575 
180,741,741 
190,1123,824 
200,1510,707 
210,1969,809 
220,2601,975 
230,2857,1270 
240,2196,1178 
250,674,736 
260,2,2 
270,0,0 
280,0,0 
290,0,0 
295,0,0 
