time,users_count,finish_users_count 
0,0.5,0 
10,1.1,0.1 
20,0.6,0.7 
30,2.2,0.8 
40,2,0.8 
50,2.3,2.1 
60,2.2,2.7 
70,3.5,1.7 
80,4.3,3 
90,4.4,3.3 
100,8.1,4.3 
110,10.7,6.3 
120,12.4,9 
130,17.5,8.1 
140,17.6,16.3 
150,18.8,15.9 
160,33.4,16.5 
170,31.5,24.1 
180,48.3,31.6 
190,62,23.8 
200,63.3,24.6 
210,94.9,49 
220,126.6,63.4 
230,117.4,91.8 
240,64.6,130.7 
250,0,152.2 
260,0,67.2 
270,0,0.2 
280,0,0 
290,0,0 
295,0,0 
