time,session 
10,14930.403 
20,16887.520714285714 
30,18110.037625 
40,18662.661 
50,17574.62495238096 
60,17742.29296296296 
70,17377.483764705878 
80,17685.029933333335 
90,17491.255000000005 
100,17714.749930232556 
110,17154.428380952373 
120,17323.258555555563 
130,17776.488320987664 
140,17381.38821472393 
150,17636.03119496855 
160,17945.851593939395 
170,17357.07856846474 
180,17822.948417721527 
190,19615.652571428604 
200,21815.387097560968 
210,24951.433734693863 
220,26071.45600946373 
230,24104.054844226597 
240,23040.158296863086 
250,21786.936252956646 
260,21197.712687499996 
270,27297.604 
280,0 
290,0 
295,0 
