time,users,connected 
0,5,3 
10,15,11 
20,20,1 
30,28,11 
40,40,13 
50,45,3 
60,45,-3 
70,55,14 
80,73,14 
90,79,11 
100,122,40 
110,167,44 
120,200,31 
130,289,91 
140,314,20 
150,331,25 
160,500,167 
170,590,79 
180,743,166 
190,1123,83 
200,1511,-117 
210,1971,102 
220,2601,166 
230,2871,295 
240,2896,-92 
250,2896,-442 
260,2896,-734 
270,2896,-2 
280,2896,0 
290,2896,0 
295,2896,0 
