time,page 
0,89.0785801467446 
10,87.00007821520778 
20,89.233551569617 
30,73.68912646121544 
40,83.83223027897918 
50,74.79322672444046 
60,69.50061267426663 
70,83.92298197578057 
80,76.78303982687653 
90,71.67577399383613 
100,83.9327295456339 
110,80.10535381497377 
120,75.03627544020215 
130,87.38449428117377 
140,78.3550834634979 
150,73.92979741442436 
160,92.47576429367415 
170,87.52594312358413 
180,110.04756429200333 
190,604.3542350431059 
200,671.9097369778518 
210,885.3635194474292 
220,1114.4216845032336 
230,936.9667583067173 
240,909.7905450177716 
250,733.4969639963896 
260,3.206489462891167 
270,0.09800000000000031 
280,0 
290,0 
295,0 
