time,connect,request 
0,10.958,234.761 
10,10.958,235.525 
20,10.958,309.259 
30,10.958,309.259 
40,10.958,309.259 
50,10.958,309.259 
60,10.958,309.259 
70,10.958,309.259 
80,10.958,309.259 
90,10.958,309.259 
100,10.958,309.259 
110,10.958,309.259 
120,22.542,445.845 
130,22.542,447.115 
140,22.542,463.753 
150,22.542,463.753 
160,22.542,463.753 
170,22.542,468.089 
180,22.542,761.912 
190,22.542,3312.382 
200,22.542,3312.382 
210,22.542,3312.382 
220,22.542,3920.396 
230,22.542,3920.396 
240,22.542,3920.396 
250,22.542,3920.396 
260,22.542,3920.396 
270,22.542,3920.396 
280,22.542,3920.396 
290,22.542,3920.396 
295,22.542,3920.396 
