time,page 
0,56.7712 
10,54.817065217391296 
20,58.389149999999994 
30,43.31076712328767 
40,52.059804687500005 
50,42.929720496894426 
60,38.779554054053996 
70,52.33272625698326 
80,44.51028518518517 
90,39.72473161764705 
100,52.09696983758705 
110,47.425977011494226 
120,41.45698640483387 
130,54.90101383399213 
140,44.72340186915884 
150,40.724391688771036 
160,59.85826875369171 
170,53.13705656934311 
180,63.967897239915146 
190,688.0969649182571 
200,1225.9699555295522 
210,1345.6534103730646 
220,895.786354507904 
230,770.7165995927642 
240,764.4050041536846 
250,372.982223889439 
260,13.048889106967604 
270,15.421 
280,0 
290,0 
295,0 
