time,size_sent,size_rcv 
0,1.84453125,10.01171875 
10,18.334375,95.76015625 
20,33.915625,126.09375 
30,37.5328125,136.86640625 
40,64.8984375,268.625 
50,92.3140625,311.4921875 
60,87.44609375,268.2953125 
70,94.3359375,377.275 
80,146.553125,526.5453125 
90,154.61875,508.69609375 
100,221.428125,897.0734375 
110,330.253125,1213.753125 
120,368.734375,1225.86171875 
130,518.4046875,2110.0921875 
140,678.69453125,2247.89140625 
150,652.13671875,2114.58359375 
160,863.56875,3513.75625 
170,1226.4796875,4280.54921875 
180,1329.75,4434.87734375 
190,1578.67890625,6048.253125 
200,1913.13046875,6705.0125 
210,2282.66171875,7134.06953125 
220,3123.040625,6945.0578125 
230,3881.190625,8090.4359375 
240,4077.08203125,7301.5421875 
250,3457.6828125,6989.7578125 
260,1090.42578125,1327.6625 
270,2.115625,2.246875 
280,0,0 
290,0,0 
295,0,0 
