time,size_sent,size_rcv 
0,1.84453125,10.01171875 
10,20.17890625,105.771875 
20,54.09453125,231.865625 
30,91.62734375,368.73203125 
40,156.52578125,637.35703125 
50,248.83984375,948.84921875 
60,336.2859375,1217.14453125 
70,430.621875,1594.41953125 
80,577.175,2120.96484375 
90,731.79375,2629.6609375 
100,953.221875,3526.734375 
110,1283.475,4740.4875 
120,1652.209375,5966.34921875 
130,2170.6140625,8076.44140625 
140,2849.30859375,10324.3328125 
150,3501.4453125,12438.91640625 
160,4365.0140625,15952.67265625 
170,5591.49375,20233.221875 
180,6921.24375,24668.09921875 
190,8499.92265625,30716.35234375 
200,10413.053125,37421.36484375 
210,12695.71484375,44555.434375 
220,15818.75546875,51500.4921875 
230,19699.94609375,59590.928125 
240,23777.028125,66892.4703125 
250,27234.7109375,73882.228125 
260,28325.13671875,75209.890625 
270,28327.25234375,75212.1375 
280,28327.25234375,75212.1375 
290,28327.25234375,75212.1375 
295,28327.25234375,75212.1375 
