time,size_sent,size_rcv 
0,31.39765625,206.89375 
10,57.721875,371.77109375 
20,83.878125,544.6921875 
30,145.571875,956.009375 
40,219.484375,1425.3234375 
50,299.81171875,1925.315625 
60,402.521875,2617.55078125 
70,547.859375,3571.678125 
80,664.61328125,4284.1265625 
90,913.309375,5964.83359375 
100,1233.88671875,8012.90078125 
110,1510.36796875,9769.65234375 
120,2050.9390625,13369.68125 
130,2693.615625,17434.74453125 
140,3342.8546875,21615.35625 
150,4285.809375,27854.53203125 
160,5652.10078125,36652.80390625 
170,6842.521875,44214.8453125 
180,8301.90625,52874.52109375 
190,10244.4015625,63436.42421875 
200,12601.5859375,77149.92734375 
210,15463.0046875,90039.02109375 
220,19253.90546875,103852.57265625 
230,22783.584375,117006.59296875 
240,25601.54296875,132946.28125 
245,25718.50078125,133137.7546875 
