time,users,connected 
0,4,1 
10,4,1 
20,4,-1 
30,7,3 
40,9,1 
50,11,-4 
60,11,8 
70,12,1 
80,12,-5 
90,25,19 
100,27,0 
110,27,-6 
120,47,24 
130,49,-10 
140,49,5 
150,88,40 
160,102,-3 
170,102,-15 
180,336,275 
190,680,224 
200,726,33 
210,920,99 
220,920,-13 
230,920,14 
240,920,-566 
245,920,-125 
