time,users,connected 
0,2,1 
10,3,2 
20,1,1 
30,4,4 
40,4,5 
50,1,1 
60,9,9 
70,10,10 
80,9,5 
90,24,24 
100,23,24 
110,19,18 
120,41,42 
130,32,32 
140,35,37 
150,83,77 
160,73,74 
170,61,59 
180,335,334 
190,680,558 
200,686,591 
210,908,690 
220,874,677 
230,868,691 
240,54,125 
245,0,0 
